title,artist_name,artist_date,artwork_date,accession_num,art_medium,info_link,img_link
Calligraphy in Semi-Cursive Style (xing-caoshu),Yueshan Daozong,"(Chinese, 1629–1709)",c. 1660–1709,2003.354 ,Hanging scroll; ink on paper,https://www.clevelandart.org/art/2003.354,https://piction.clevelandart.org/cma/ump.di?e=084309B8413D2C526952F213026AD361CE19728A2BB6C1C18CF393ECBD5F1D7C&s=24247294&se=663729948&v=1&f=%5Cd8013%5Cu100380130%5C2003.354_o10.jpg
Calligraphy in Semi-Cursive Style (xing-caoshu),Yueshan Daozong,"(Chinese, 1629–1709)",c. 1660–1709,2003.353 ,Hanging scroll; ink on paper,https://www.clevelandart.org/art/2003.353,https://piction.clevelandart.org/cma/ump.di?e=084309B8413D2C5281FA719A615E243DCFFD8F20E7C66163BA48C36680D850C6&s=24247294&se=663729948&v=1&f=%5Cd8005%5Cu100380050%5C2003.353_o10.jpg
"Li, Hollow-Legged Tripod",,,late 2nd or early 1st millennium BC,2005.20 ,Dark gray earthenware,https://www.clevelandart.org/art/2005.20,https://piction.clevelandart.org/cma/ump.di?e=3EF29C317EB8B420DC7D8209F337B394891B02C20813F2CC76D5E4BF1C7C6DF7&s=24247294&se=663729948&v=5&f=2005.20_o10.jpg
Jar with Spiral Designs,,,3300–2650 BC,2004.64 ,Earthenware with slip-painted decoration,https://www.clevelandart.org/art/2004.64,https://piction.clevelandart.org/cma/ump.di?e=15206FCEB85162980C370F5BFCB3B2F118091357F60FB0687EEB92D3C91128D8&s=24247294&se=663729948&v=6&f=2004.64_o10.jpg
Album of Daoist and Buddhist Themes,,,1200s,2004.1 ,Album of fifty leaves; ink on paper,https://www.clevelandart.org/art/2004.1,https://piction.clevelandart.org/cma/ump.di?e=F5FEC9287CD322ACE3E48FC3D6ECFA2EE2C302759C7D792C6705C5E1A1B41CC8&s=24247294&se=1706049997&v=0&f=2004.1_o10.jpg
Wine Vessel (Jia),,,c. 1250–1046 BC,2005.54 ,Bronze,https://www.clevelandart.org/art/2005.54,https://piction.clevelandart.org/cma/ump.di?e=313F2C010EB10C3E127838465C0A76E150F6EDA3D06254F1C98A3E1C1BC05A43&s=24247294&se=663729948&v=7&f=2005.54_o10.jpg
Valley of the Heart No. 9,Wong Wucius,"(Chinese, b. 1936)",1998,2006.1 ,Ink and color on paper,https://www.clevelandart.org/art/2006.1,https://piction.clevelandart.org/cma/ump.di?e=2234BD39AEF66B0AC2E86F0E7F64E9140C5BC9056771B1BAF8360E38C4B85B4D&s=24247294&se=1197598177&v=5&f=2006.1_o10.jpg
Ewer,,,800s,2005.57 ,"Stoneware with olive-green glaze and ironbrown splashes, Changsha ware",https://www.clevelandart.org/art/2005.57,https://piction.clevelandart.org/cma/ump.di?e=3EF29C317EB8B4205D4151B233BC19D9E77E47396C36D54037965F0AE99D772B&s=24247294&se=663729948&v=5&f=2005.57_o10.jpg
Four Poems: Calligraphy in Cursive Script (xingshu),Chen Jiru,"(Chinese, 1558–1639)",1500s-1600s,2004.65 ,Handscroll; ink on gold speckled paper,https://www.clevelandart.org/art/2004.65,https://piction.clevelandart.org/cma/ump.di?e=8A43B61CE42A688CB8BA14AE4327D93A407C1B489E779AAB744ED6CAF2BFF578&s=24247294&se=897422329&v=1&f=%5Cd3241%5Cu213532412%5C2004.65_o10.jpg
Earth Landscape,Huayi Li,"(Chinese, b. 1948)",c. 2004,2006.115 ,Horizontal flat mount; ink and color on paper,https://www.clevelandart.org/art/2006.115,https://piction.clevelandart.org/cma/ump.di?e=28BD75C5106B26D7B546D40F728137BAE9FC5F546A178586275AC352FC147A14&s=24247294&se=691663055&v=6&f=2006.115_o10.jpg
Peaches and Bats,,,late 1600s–1700s,2006.141 ,Greenish-white jade,https://www.clevelandart.org/art/2006.141,https://piction.clevelandart.org/cma/ump.di?e=B7464D019435DBCA1821CD72CB148CAC4775598F25769F5F54430BC6A62D0366&s=24247294&se=937082340&v=6&f=2006.141_o10.jpg
Three Perils Mountain,Zhang Daqian,"(Chinese, 1899–1983)",1941,2007.197 ,"Hanging scroll, ink and light color on paper",https://www.clevelandart.org/art/2007.197,https://piction.clevelandart.org/cma/ump.di?e=457C7B327C45BCE81065A5D53A44BF4A8F1076D469AED012B3947654FE2B0BAF&s=24247294&se=875976750&v=9&f=2007.197_o10.jpg
Seated Guanyin,,,1368–1644,2006.140 ,Gilt bronze with polychromy,https://www.clevelandart.org/art/2006.140,https://piction.clevelandart.org/cma/ump.di?e=B7464D019435DBCA752D9AA764CD62CB9D81E2DDC5E2C877CCC7E3BF03842A9D&s=24247294&se=1215636534&v=5&f=2006.140_o10.jpg
Bird-shaped Urn,,,2650–2350 BC,2007.276 ,Earthenware with slip-painted decoration,https://www.clevelandart.org/art/2007.276,https://piction.clevelandart.org/cma/ump.di?e=9E879269A36768959A0D732E24D0C365563D7D7A884C4D8EEC61C8EB146E2C7F&s=24247294&se=1215636534&v=0&f=2007.276_o10.jpg
Set of Fan Paintings Mounted as Album Leaves,Fu Baoshi,"(Chinese, 1904–1965)",1960s,2008.13 ,"Fan paintings mounted as album leaves, ink and color on paper",https://www.clevelandart.org/art/2008.13,https://piction.clevelandart.org/cma/ump.di?e=F5FEC9287CD322ACFE8BA1399F83192377A7425A226CB879C136DAD303E1872E&s=24247294&se=429512564&v=0&f=2008.13_o10.jpg
Boating Before the Rain,Yu Peng,"(Chinese, 1955–2014)",1990,2008.61 ,"Handscroll, ink on paper",https://www.clevelandart.org/art/2008.61,https://piction.clevelandart.org/cma/ump.di?e=A2886119BC24088CB8F3F0A48AA7C69CF013241C9638D555F456232B3AE26FE8&s=24247294&se=875976750&v=4&f=2008.61_o10.jpg
Ceremonial Blade with Three Perforations (Dao),,,2000–1700 BC,2009.83 ,Jade (nephrite),https://www.clevelandart.org/art/2009.83,https://piction.clevelandart.org/cma/ump.di?e=36B59A5C833AF0E3CB507EA60A778507E6E18B52FB35C160C2601AF2BBF6D010&s=24247294&se=1219313793&v=4&f=2009.83_o10.jpg
Shakyamuni Triad: Buddha Attended by Manjushri and Samantabhadra,,,late 1300s,2009.342 ,"Set of three hanging scrolls, ink and color on silk",https://www.clevelandart.org/art/2009.342,https://piction.clevelandart.org/cma/ump.di?e=F5FEC9287CD322AC3AB570F8F489889CDAE13DF6D3228D7284D68ACACD9454C9&s=24247294&se=1689135033&v=0&f=2009.342_o10.jpg
Round Box with Decoration of Two Pheasants and Peonies,,,late 1200s,2011.34 ,Carved lacquer,https://www.clevelandart.org/art/2011.34,https://piction.clevelandart.org/cma/ump.di?e=C0432FF42666A35ED2021A98704113053401EFE4E8A11BB2313A54C882099F9E&s=24247294&se=913805914&v=1&f=%5Cd0689%5Cu229306898%5C2011.34_o10.jpg
Marbled Bowl,,,1100s,2012.449 ,Glazed stoneware,https://www.clevelandart.org/art/2012.449,https://piction.clevelandart.org/cma/ump.di?e=CFE3216052A208FD95172F1EBA3895C289182E4D750AC8EA8B1CB6C88EE287A9&s=24247294&se=1561257029&v=0&f=2012.449_o10.jpg
Pair of Leather Bag-Shaped Flasks with Covers,,,916–1125,2012.448 ,Earthenware with green glaze,https://www.clevelandart.org/art/2012.448,https://piction.clevelandart.org/cma/ump.di?e=0EA08826AFAB664EF101D0AC6EB2D53DBB1CB908DA81B70CD21C9195D784A63E&s=24247294&se=1561257029&v=0&f=2012.448_o10.jpg
Last Days of Village Wen,Yun-Fei Ji,"(Chinese, b. 1963)",2011,2012.99 ,Pair of handscrolls; ink and color on Xuan paper,https://www.clevelandart.org/art/2012.99,https://piction.clevelandart.org/cma/ump.di?e=659AD02AFEE4FEED7A0ADD43308BDFADBB151FFCAFB0D45B4011F2F2FEE97B4C&s=24247294&se=45757349&v=1&f=%5Cd7377%5Cu228273772%5C2012.99_o10.jpg
Spring Rain Thatched Hut,Wang Jianzhang,"(Chinese, active 1621–1662)",1650,2008.108 ,"Handscroll, ink on paper",https://www.clevelandart.org/art/2008.108,https://piction.clevelandart.org/cma/ump.di?e=A2886119BC24088CBC8A287D881BAF49E34CA0115AEE5BEAF2D637C7B582401D&s=24247294&se=1215636534&v=4&f=2008.108_o10.jpg
Reflection,Irene Chou,"(Chinese, 1924–2011)",2002,2013.32 ,"Ink, color, and acrylic on paper",https://www.clevelandart.org/art/2013.32,https://piction.clevelandart.org/cma/ump.di?e=36CBE30840EA86B1CA116A7FCD4D70AED4ACF13B47D358F23693209AF9220718&s=24247294&se=2110483703&v=0&f=2013.32_o10.jpg
My Heart is the Universe,Irene Chou,"(Chinese, 1924–2011)",c. 2000,2013.33 ,"Ink, color, and acrylic on silk",https://www.clevelandart.org/art/2013.33,https://piction.clevelandart.org/cma/ump.di?e=F5FEC9287CD322ACFCE4164A9BA8C3A3B9B701D1ECDBA1A5D252E79F20CA4375&s=24247294&se=1106971136&v=0&f=2013.33_o10.jpg
Prunus Wood,,,1700–1899,2015.66 ,Wood carving,https://www.clevelandart.org/art/2015.66,https://piction.clevelandart.org/cma/ump.di?e=572CB2BD5244C0B34C24CD57162B26543AC5F4011DFC802FAB987EAC0434F4CA&s=24247294&se=1812654206&v=0&f=2015.66_o10.jpg
New Primordial Chaos,Michael Cherney,"(American, b. 1969)",2014,2015.80 ,"Photograph in handscroll format, ink on mitsumata washi paper",https://www.clevelandart.org/art/2015.80,https://piction.clevelandart.org/cma/ump.di?e=3C003D0B61A0994C7999C1E4382C2C5F81FC8FE8B20F1B78863121D8F7292C9C&s=24247294&se=2081263553&v=0&f=2015.80_o10.jpg
Grapevine,,,1700s to 1800s,2015.476 ,Hanging scroll; ink on paper,https://www.clevelandart.org/art/2015.476,https://piction.clevelandart.org/cma/ump.di?e=A60ECC66A211E2AD18C9E5E6A2DC5078DC8400D3E93D4418166764549C2A04E1&s=24247294&se=450972956&v=0&f=2015.476_o10.jpg
Squirrel on a Pine Branch,Song Tian,"(Chinese, active 1300s)",1500s,2015.498 ,"Hanging scroll, ink on paper",https://www.clevelandart.org/art/2015.498,https://piction.clevelandart.org/cma/ump.di?e=09BE0BA75D28988EEB2998F88F4F47B3422641EE6666247F5F67727F11AF49BF&s=24247294&se=1706049997&v=0&f=2015.498_o10.jpg
Lamp Stand with Coiling Dragons and Lotus Design,,,581–907,2017.13 ,"Glazed earthenware, sancai (three-color ware)",https://www.clevelandart.org/art/2017.13,https://piction.clevelandart.org/cma/ump.di?e=69D17541278DB36BE824F30E366C6D7DDD7AFD4BAAFD5F63B7C490EB8BB20719&s=24247294&se=2143404362&v=0&f=2017.13_o10.jpg
Jar with Applied Floral Decoration,,,618–907,2017.14 ,"Glazed earthenware, sancai (three-color ware)",https://www.clevelandart.org/art/2017.14,https://piction.clevelandart.org/cma/ump.di?e=69D17541278DB36B23BB6EA09EA91C8FA44249ACE8495449895F19F3B6EC8A9F&s=24247294&se=2143404362&v=0&f=2017.14_o10.jpg
Headrest with Three Lions,,,916–1125,2017.15 ,"Glazed earthenware, sancai (three-color ware)",https://www.clevelandart.org/art/2017.15,https://piction.clevelandart.org/cma/ump.di?e=69D17541278DB36B36E031A1E79D889DEE5690A7EC118B2B10A8426CF2447ACD&s=24247294&se=1701761758&v=0&f=2017.15_o10.jpg
Ewer,,,618–907,2017.17 ,"Glazed stoneware, Huangdao ware",https://www.clevelandart.org/art/2017.17,https://piction.clevelandart.org/cma/ump.di?e=69D17541278DB36B3AFD38671BD04A8644D3A53D4FC33786E9A5B9BD1190EEEF&s=24247294&se=2143404362&v=0&f=2017.17_o10.jpg
Covered Jar with Carved Lotus Petals,,,386–581,2017.16 ,Glazed stoneware,https://www.clevelandart.org/art/2017.16,https://piction.clevelandart.org/cma/ump.di?e=F026153B26E1B00925496CAF2DB91B616ACF87188C7AE759C793608B6519A12F&s=24247294&se=2143404362&v=3&f=%5Cd7646%5Cu258176462%5C2017.16_o10.jpg
Jar with Handles and Vertical Ribs,,,1271–1368,2017.18 ,"Glazed stoneware, Cizhou ware",https://www.clevelandart.org/art/2017.18,https://piction.clevelandart.org/cma/ump.di?e=69D17541278DB36B91C49C79C7DFAB95C28013C61AC38C2F7043B4C7D041E027&s=24247294&se=1296081927&v=0&f=2017.18_o10.jpg
Conical Bowl with Carved Babies and Floral Motif,,,960–1279,2017.19 ,"Porcelain with pale bluish-white glaze, qingbai (""blue-white"") ware",https://www.clevelandart.org/art/2017.19,https://piction.clevelandart.org/cma/ump.di?e=69D17541278DB36BE4449A2956630E72CB005B5C6030FAC4EA64A984C8D77888&s=24247294&se=2143404362&v=0&f=2017.19_o10.jpg
Urn with Triangular Patterns,,,c. 3300–c. 2000 BC,2017.21 ,Earthenware with slip-painted decoration,https://www.clevelandart.org/art/2017.21,https://piction.clevelandart.org/cma/ump.di?e=69D17541278DB36B68BF18D566521D44B00321BB896E6413309F10C9F02036F2&s=24247294&se=2143404362&v=0&f=2017.21_o10.jpg
Meiping Vase with Carved Floral Sprays,,,960–1279,2017.20 ,"Porcelain with pale bluish-white glaze, qingbai (""blue-white"") ware",https://www.clevelandart.org/art/2017.20,https://piction.clevelandart.org/cma/ump.di?e=69D17541278DB36BE9A466CC78E4C5672EFEBCADFAEB31DFAD1996DC7CFF50E7&s=24247294&se=363547765&v=0&f=2017.20_o10.jpg
"Funerary Urn (Hunping) with Figures, Pavilions, and Birds",,,265–316,2017.22 ,Glazed stoneware with molded and sculpted decoration,https://www.clevelandart.org/art/2017.22,https://piction.clevelandart.org/cma/ump.di?e=69D17541278DB36BFBF2AAB5E978CD8CC6ED840B3F7DB4FC44A54A5BFE2F1AF3&s=24247294&se=2143404362&v=0&f=2017.22_o10.jpg
Deep Bowl with Boys in a Garden Setting,,,1465–87,39.2017 ,Porcelain with underglaze cobalt blue decoration,https://www.clevelandart.org/art/39.2017,https://piction.clevelandart.org/cma/ump.di?e=D0CD2D88DEAD73C3CF06B8383BA61502CD51D5C12890E3A0358DBFCE043E6E41&s=24247294&se=1004227365&v=0&f=39.2017_o10.jpg
Good Things Come in Pairs 8,Peng Wei,"(Chinese, b. 1974)",2011,2017.64 ,"Silk: plain weave, painted with ink and colors",https://www.clevelandart.org/art/2017.64,https://piction.clevelandart.org/cma/ump.di?e=759357B86A0AD4F43FBD4B7739737A4A386A69DE327D265A2A0A85577220382F&s=24247294&se=1296081927&v=0&f=2017.64_o10.jpg
Figure of Guanyin with impressed He Chaozong mark,He Chaozong,"(Chinese, active early 1600s)",early 1600s,18.2018 ,"Glazed white porcelain, Dehua ware",https://www.clevelandart.org/art/18.2018,https://piction.clevelandart.org/cma/ump.di?e=DF73A405762FDAD650B5EA91398C275ABC044E89BFC4447FCF126565A6C74304&s=24247294&se=1004227365&v=1&f=%5Cd3337%5Cu132333374%5C18.2018_o10.jpg
Yang Guifei Leaving the Bath,,,1700s,2017.65 ,"Hanging scroll; ink, colors and gold on silk",https://www.clevelandart.org/art/2017.65,https://piction.clevelandart.org/cma/ump.di?e=759357B86A0AD4F480853A9B5870BA5BFD058F47EC30C914A31FFB6CA9A22832&s=24247294&se=1004227365&v=0&f=2017.65_o10.jpg
Yellow-ground Dish with Spray of Gardenia in cobalt blue,,,1506–21,19.2018 ,Porcelain with underglaze cobalt blue and overglaze enamel decoration,https://www.clevelandart.org/art/19.2018,https://piction.clevelandart.org/cma/ump.di?e=DF73A405762FDAD6B13AC7BBDF274152F345B0DE70B228126107DE21A308F4BB&s=24247294&se=1004227365&v=1&f=%5Cd3345%5Cu132333450%5C19.2018_o10.jpg
"Master Series, Four Portraits of Masters of Modern Art: Yan Wenliang (1893-1988), Pan Tianshou (1897-1971), Shi Lu (1919-1982) and Qi Baishi (1864-1954)",Liu Jing,"(Chinese, b. 1983)",2017,2018.205 ,Set of four woodblock prints and digital lithographic images,https://www.clevelandart.org/art/2018.205,https://piction.clevelandart.org/cma/ump.di?e=B2253642B8DC26C9B0F11464E86E187340818EE32B612218BBCE46832849AAD7&s=24247294&se=7551721&v=2&f=%5Cd8880%5Cu230588808%5C2018.205_o10.jpg
"""Phoenix Tail"" Vase",,,1300s,7.2018 ,"Green-glazed porcelaneous stoneware, Longquan ware",https://www.clevelandart.org/art/7.2018,https://piction.clevelandart.org/cma/ump.di?e=389793A8254C69223A3C24EC483EBBAE592C39EEE291366B1A94D6551C4389BB&s=24247294&se=1004227365&v=1&f=%5Cd4815%5Cu78748156%5C7.2018_o10.jpg
Transitional Blue-and-White Square Bottle,,,1628–1722,2018.293 ,Porcelain with underglaze cobalt blue decoration,https://www.clevelandart.org/art/2018.293,https://piction.clevelandart.org/cma/ump.di?e=E4BBF3CC5A35C4172A4096D4BBD720B2069284C2D403D033911C818871FFFBE0&s=24247294&se=868566492&v=1&f=%5Cd6441%5Cu165564410%5C2018.293_o10.jpg
Rectangular Ritual Food Vessel (Fangding),,,1000s BC,28.2019 ,Bronze,https://www.clevelandart.org/art/28.2019,https://piction.clevelandart.org/cma/ump.di?e=69AAEE16ED671AFFAB187C6BB515CD6BC71419C961671BEF0FCE27E782AB41B9&s=24247294&se=314364887&v=1&f=%5Cd2067%5Cu219520674%5C28.2019_o10.jpg
Ancestor Group Portrait,,,1796–1820,2019.82 ,"Hanging scroll, ink and color on paper",https://www.clevelandart.org/art/2019.82,https://piction.clevelandart.org/cma/ump.di?e=C13494C35A667D8F38B8110E76239A9D9F70B7FAC949AF23D6910F73F03C21E7&s=24247294&se=1356201689&v=1&f=%5Cd8173%5Cu230881732%5C2019.82_o10.jpg
Large Fish Jar with Cover,,,1522–66,48.2019 ,Porcelain with wucai (five color) overglaze enamel decoration,https://www.clevelandart.org/art/48.2019,https://piction.clevelandart.org/cma/ump.di?e=69AAEE16ED671AFF9882F06E9B995B4167FEA1DBF9AE4AD0881B931A157F57A4&s=24247294&se=2018014643&v=1&f=%5Cd2083%5Cu219520830%5C48.2019_o10.jpg
Imperial Gilt Bronze Ritual Bell,,,1743,5.2020 ,"Gilt bronze bell with an overall dragon and cloudbank relief design, rockwork and wave tapering base with medallions",https://www.clevelandart.org/art/5.2020,https://piction.clevelandart.org/cma/ump.di?e=7D3C5921F8ADC00176CC7CE629C4C6C323CAE3BC10323FC31BA47BEBED670413&s=24247294&se=1534102032&v=4&f=%5Cd6716%5Cu218067166%5C5.2020_o10.jpg
Road to Shu,Yuan Yao,"(Chinese, active mid-1700s)",1743,2019.167 ,Hanging scroll; ink and color on silk,https://www.clevelandart.org/art/2019.167,https://piction.clevelandart.org/cma/ump.di?e=A7D31789CB5A2E68F16904A502F780E33FB2D2C57BBA0E671A2285D2789AF230&s=24247294&se=1656785728&v=1&f=%5Cd4970%5Cu215249704%5C2019.167_o10.jpg
Blue-and-White Dish with inscription,,,1662–1722,2019.176 ,"Porcelain, underglaze cobalt blue decoration",https://www.clevelandart.org/art/2019.176,https://piction.clevelandart.org/cma/ump.di?e=EC1AD3DE88484DF681BF0D9653A0B431AA8068983F709E53FCA2B9BB3F41EB24&s=24247294&se=913805914&v=1&f=%5Cd5500%5Cu215255002%5C2019.176_o10.jpg
Pair of Qingbai Ware Bowls with Covers,,,1100s–1200s,2020.173 ,Porcelain with pale bluish-white (qingbai; 青白) glaze; silver mount,https://www.clevelandart.org/art/2020.173,https://piction.clevelandart.org/cma/ump.di?e=7E1C6F62C4F46B6732D4B97E46431FD32BA01F797B9F22994EEDBCCE156D103D&s=24247294&se=1004636471&v=4&f=%5Cd6517%5Cu251265170%5C2020.173_o10.jpg
Lobed vase with underglaze cobalt blue decoration,,,1661–1722,2020.174 ,Porcelain with underglaze cobalt blue decoration,https://www.clevelandart.org/art/2020.174,https://piction.clevelandart.org/cma/ump.di?e=518CC8028CF6A271C4EF4FC3A89F728E1F067047179DA3733E852F96FA6A487C&s=24247294&se=1004636471&v=1&f=%5Cd5791%5Cu220457912%5C2020.174_o10.jpg
Black-Glazed Teabowl with Incised Characters (供御) for “Imperial Tribute”,,,1100s–1200s,2020.175 ,"Brown-glazed stoneware, Jian ware",https://www.clevelandart.org/art/2020.175,https://piction.clevelandart.org/cma/ump.di?e=518CC8028CF6A27147E502F3832BCA55F6370517FED5BF79A5322D539C110EFB&s=24247294&se=1004636471&v=1&f=%5Cd5762%5Cu220457628%5C2020.175_o10.jpg
Reconstructed Landscape no. 10,Cao Ou,"(Chinese, b. 1987)",2015,2020.65 ,"Set of 10 woodblock prints mounted in handscroll format, printed with water-soluble colors",https://www.clevelandart.org/art/2020.65,https://piction.clevelandart.org/cma/ump.di?e=F026153B26E1B00930EF1EDC3F6E3C0173B3B88AD9E50B6C4D11ADC3674493C9&s=24247294&se=458987476&v=3&f=%5Cd3679%5Cu220936790%5C2020.65_o10.jpg
Pair of Owl-shaped Jars,,,206 BC–AD 9,2020.178 ,Amber-brown glazed low-fired pottery,https://www.clevelandart.org/art/2020.178,https://piction.clevelandart.org/cma/ump.di?e=518CC8028CF6A27199236BDB9C53DB47ECFA6AD9D2FDFE63D0E0FF03655E3707&s=24247294&se=1004636471&v=1&f=%5Cd5782%5Cu220457826%5C2020.178_o10.jpg
Black Glazed Teabowl,,,1100s–1200s,2020.176 ,"Stoneware with opaque dark brown glaze, Jian ware",https://www.clevelandart.org/art/2020.176,https://piction.clevelandart.org/cma/ump.di?e=518CC8028CF6A271DA6FF58F16B8F6AFB97D7802CC75C294195FB8EC75DF03FC&s=24247294&se=1004636471&v=1&f=%5Cd5769%5Cu220457694%5C2020.176_o10.jpg
Teabowl with Tortoiseshell Glaze,,,1100s–1200s,2020.177 ,"Brown-glazed stoneware with ""tortoiseshell"" pattern, Jizhou ware",https://www.clevelandart.org/art/2020.177,https://piction.clevelandart.org/cma/ump.di?e=518CC8028CF6A2716B533220271693C5AC2D7B79F3C3BC53F76032E28FD6ABBA&s=24247294&se=1004636471&v=1&f=%5Cd5776%5Cu220457760%5C2020.177_o10.jpg
Baluster Jar and Cover,,,1600–1650,2020.179 ,Porcelain with wucai (five-color) enamels,https://www.clevelandart.org/art/2020.179,https://piction.clevelandart.org/cma/ump.di?e=518CC8028CF6A2710FF10B51D4EC77FBA8EF5B79A0B8204BDFD7DA0E6154029E&s=24247294&se=1004636471&v=1&f=%5Cd5678%5Cu220456786%5C2020.179_o10.jpg
Yellow-Glazed Bowl,,,1505–21,2020.180 ,Porcelain with monochrome yellow glaze,https://www.clevelandart.org/art/2020.180,https://piction.clevelandart.org/cma/ump.di?e=518CC8028CF6A271AFCF60A7B02C7B7D4AC36E873B30E471E1986BB6FB3FC07E&s=24247294&se=1004636471&v=1&f=%5Cd5672%5Cu220456720%5C2020.180_o10.jpg
Bowl with Carved Lotus Design,,,1100s–1300s,2020.181 ,Stoneware with pale green (celadon) glaze,https://www.clevelandart.org/art/2020.181,https://piction.clevelandart.org/cma/ump.di?e=518CC8028CF6A2717220F659D456DD20B7C24B2D30A305A15B98DF0F5F3F3A9B&s=24247294&se=1004636471&v=1&f=%5Cd5705%5Cu220457050%5C2020.181_o10.jpg
Bowl with Carved Design,,,1100s–1200s,2020.182 ,Porcelain with pale bluish-white (qingbai) glaze,https://www.clevelandart.org/art/2020.182,https://piction.clevelandart.org/cma/ump.di?e=518CC8028CF6A271A01EF706C90AFD42C51C0BE70FBBB509651D075C7BC293C8&s=24247294&se=887325212&v=1&f=%5Cd5711%5Cu220457116%5C2020.182_o10.jpg
Dish with Carved Floral Design,,,1100s–1200s,2020.183 ,Porcelain with pale bluish-white (qingbai) glaze,https://www.clevelandart.org/art/2020.183,https://piction.clevelandart.org/cma/ump.di?e=FE84788792C5672A537339F2F747E3EA71C73F9A418FFE442063266B125679D4&s=24247294&se=887325212&v=1&f=%5Cd6237%5Cu220462376%5C2020.183_o10.jpg
White-Glazed Jar with Hidden Design,,,1500s–1600s,2020.185 ,Porcelain with sweet-white (tianbai; 甜白) glaze,https://www.clevelandart.org/art/2020.185,https://piction.clevelandart.org/cma/ump.di?e=FE84788792C5672A8879A19902DD502A573115683D5D20CE4D30A03D9E15F383&s=24247294&se=1004636471&v=1&f=%5Cd5691%5Cu220456918%5C2020.185_o10.jpg
